PlayerID,Age,Gender,Location,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,EngagementLevel,GameGenre,GameDifficulty,PlayerLevel,AchievementsUnlocked,InGamePurchases,Age_range,PlayTimeHours_range,SessionsPerWeek_range,AvgSessionDurationMinutes_range,PlayerLevel_range,AchievementsUnlocked_range
15613,35,Female,USA,4,14,137,High,Simulation,Hard,7,11,0,32-39	,1-6	,14-19	,137-179	,1-25	,0-11	
15614,25,Male,USA,23,12,83,Medium,Sports,Medium,24,16,0,24-31	,18-24	,10-13	,52-93	,1-25	,12-23	
15615,41,Male,USA,6,0,52,Low,RPG,Medium,42,44,0,40-49	,1-6	,0-4	,52-93	,26-49	,37-49	
15616,30,Male,USA,5,0,101,Low,Action,Easy,79,38,0,24-31	,1-6	,0-4	,94-136	,74-99	,37-49	
15617,40,Male,USA,4,12,42,Low,Strategy,Easy,9,8,0,40-49	,1-6	,10-13	,10-51	,1-25	,0-11	
15618,44,Female,Other,16,12,74,Medium,RPG,Medium,14,6,0,40-49	,12-17	,10-13	,52-93	,1-25	,0-11	
15619,30,Female,USA,9,13,118,High,RPG,Easy,58,24,0,24-31	,7-11	,10-13	,94-136	,50-73	,24-36	
15620,21,Female,USA,13,6,131,Medium,Simulation,Medium,46,10,0,15-23	,12-17	,5-9	,94-136	,26-49	,0-11	
15621,30,Female,USA,11,19,93,High,RPG,Easy,24,26,0,24-31	,7-11	,14-19	,52-93	,1-25	,24-36	
15622,49,Female,USA,4,11,16,Low,RPG,Hard,93,7,0,40-49	,1-6	,10-13	,10-51	,74-99	,0-11	
15623,30,Male,USA,19,8,92,Medium,Sports,Easy,80,45,0,24-31	,18-24	,5-9	,52-93	,74-99	,37-49	
15624,26,Male,USA,7,11,155,High,Strategy,Easy,45,16,0,24-31	,7-11	,10-13	,137-179	,26-49	,12-23	
15625,49,Male,Europe,3,14,173,High,Sports,Easy,98,46,0,40-49	,1-6	,14-19	,137-179	,74-99	,37-49	
15626,35,Male,Europe,10,9,39,Medium,Action,Hard,63,28,0,32-39	,7-11	,5-9	,10-51	,50-73	,24-36	
15627,31,Male,USA,23,10,138,Medium,Action,Easy,34,12,1,24-31	,18-24	,10-13	,137-179	,26-49	,12-23	
15628,46,Female,Europe,9,8,70,Medium,Sports,Medium,31,29,0,40-49	,7-11	,5-9	,52-93	,26-49	,24-36	
15629,20,Male,USA,16,4,172,Medium,RPG,Hard,29,27,1,15-23	,12-17	,0-4	,137-179	,26-49	,24-36	
15630,38,Female,Europe,19,7,35,Medium,RPG,Medium,99,44,0,32-39	,18-24	,5-9	,10-51	,74-99	,37-49	
15631,41,Male,USA,18,17,149,High,Action,Easy,94,22,0,40-49	,18-24	,14-19	,137-179	,74-99	,12-23	
15632,34,Male,Europe,14,5,92,Medium,Simulation,Medium,6,8,1,32-39	,12-17	,5-9	,52-93	,1-25	,0-11	
15633,39,Male,Europe,4,19,106,High,Action,Easy,21,18,0,32-39	,1-6	,14-19	,94-136	,1-25	,12-23	
15634,16,Male,USA,23,15,173,High,Action,Medium,21,28,0,15-23	,18-24	,14-19	,137-179	,1-25	,24-36	
15635,23,Male,USA,19,0,75,Low,Action,Easy,14,26,0,15-23	,18-24	,0-4	,52-93	,1-25	,24-36	
15636,42,Male,USA,24,5,103,High,Sports,Easy,76,10,0,40-49	,18-24	,5-9	,94-136	,74-99	,0-11	
15637,17,Male,Europe,13,8,149,Medium,Simulation,Medium,9,10,0,15-23	,12-17	,5-9	,137-179	,1-25	,0-11	
15638,34,Male,Asia,6,5,57,Low,Sports,Easy,36,13,0,32-39	,1-6	,5-9	,52-93	,26-49	,12-23	
15639,20,Female,Asia,22,16,31,Medium,Sports,Medium,14,21,1,15-23	,18-24	,14-19	,10-51	,1-25	,12-23	
15640,47,Male,Europe,6,5,57,Medium,Sports,Hard,29,43,0,40-49	,1-6	,5-9	,52-93	,26-49	,37-49	
15641,15,Female,Asia,3,18,77,High,Action,Easy,78,18,0,15-23	,1-6	,14-19	,52-93	,74-99	,12-23	
15642,20,Male,Asia,1,13,57,Medium,Simulation,Medium,35,19,0,15-23	,1-6	,10-13	,52-93	,26-49	,12-23	
15643,48,Male,Europe,1,4,165,Low,Strategy,Medium,22,26,0,40-49	,1-6	,0-4	,137-179	,1-25	,24-36	
15644,29,Female,USA,6,1,145,Low,Simulation,Medium,79,26,0,24-31	,1-6	,0-4	,137-179	,74-99	,24-36	
15645,40,Female,Asia,6,16,96,High,Simulation,Easy,45,38,1,40-49	,1-6	,14-19	,94-136	,26-49	,37-49	
15646,28,Female,USA,22,17,48,Medium,Sports,Easy,33,16,1,24-31	,18-24	,14-19	,10-51	,26-49	,12-23	
15647,21,Male,Europe,9,0,52,Low,Simulation,Medium,94,3,0,15-23	,7-11	,0-4	,52-93	,74-99	,0-11	
15648,45,Male,Europe,2,18,15,Low,Simulation,Medium,9,10,0,40-49	,1-6	,14-19	,10-51	,1-25	,0-11	
15649,38,Female,Other,20,7,161,Medium,Sports,Medium,45,24,0,32-39	,18-24	,5-9	,137-179	,26-49	,24-36	
15650,45,Male,Europe,18,19,151,High,Strategy,Easy,23,8,0,40-49	,18-24	,14-19	,137-179	,1-25	,0-11	
15651,43,Female,USA,5,4,29,Medium,Simulation,Easy,80,49,0,40-49	,1-6	,0-4	,10-51	,74-99	,37-49	
15652,46,Male,USA,11,2,34,Low,Sports,Medium,12,12,1,40-49	,7-11	,0-4	,10-51	,1-25	,12-23	
15653,31,Male,USA,9,1,102,High,Action,Easy,15,17,0,24-31	,7-11	,0-4	,94-136	,1-25	,12-23	
15654,28,Male,Europe,19,18,66,Medium,RPG,Medium,78,20,0,24-31	,18-24	,14-19	,52-93	,74-99	,12-23	
15655,38,Female,USA,15,0,122,Low,RPG,Easy,11,37,0,32-39	,12-17	,0-4	,94-136	,1-25	,37-49	
15656,41,Male,Asia,5,7,174,Medium,Action,Easy,41,14,0,40-49	,1-6	,5-9	,137-179	,26-49	,12-23	
15657,39,Female,Europe,19,2,120,Medium,Strategy,Easy,74,33,1,32-39	,18-24	,0-4	,94-136	,74-99	,24-36	
15658,46,Male,Europe,14,3,113,Medium,Action,Medium,30,28,0,40-49	,12-17	,0-4	,94-136	,26-49	,24-36	
15659,32,Female,USA,20,0,17,Low,RPG,Hard,99,34,0,32-39	,18-24	,0-4	,10-51	,74-99	,24-36	
15660,32,Male,Europe,22,4,144,Medium,Simulation,Medium,31,9,0,32-39	,18-24	,0-4	,137-179	,26-49	,0-11	
15661,40,Female,Europe,21,1,155,Low,Action,Easy,3,6,0,40-49	,18-24	,0-4	,137-179	,1-25	,0-11	
15662,23,Male,Asia,4,0,122,Low,Action,Medium,35,35,0,15-23	,1-6	,0-4	,94-136	,26-49	,24-36	
15663,49,Female,Other,22,9,11,Low,Action,Medium,73,14,0,40-49	,18-24	,5-9	,10-51	,50-73	,12-23	
15664,22,Male,USA,4,8,33,Medium,Simulation,Medium,42,40,0,15-23	,1-6	,5-9	,10-51	,26-49	,37-49	
15665,34,Male,USA,5,10,35,Medium,Strategy,Easy,49,26,0,32-39	,1-6	,10-13	,10-51	,26-49	,24-36	
15666,36,Male,Europe,21,14,179,Medium,Strategy,Easy,18,25,0,32-39	,18-24	,14-19	,137-179	,1-25	,24-36	
15667,33,Female,Other,20,2,148,Low,Strategy,Easy,66,2,0,32-39	,18-24	,0-4	,137-179	,50-73	,0-11	
15668,44,Male,USA,10,6,26,Low,Action,Easy,7,2,0,40-49	,7-11	,5-9	,10-51	,1-25	,0-11	
15669,42,Male,Asia,5,13,54,Medium,Sports,Easy,31,26,0,40-49	,1-6	,10-13	,52-93	,26-49	,24-36	
15670,49,Male,USA,6,15,175,High,Simulation,Medium,19,5,0,40-49	,1-6	,14-19	,137-179	,1-25	,0-11	
15671,25,Male,USA,24,4,70,Low,Simulation,Easy,45,1,0,24-31	,18-24	,0-4	,52-93	,26-49	,0-11	
15672,45,Female,Other,2,2,82,Medium,RPG,Hard,77,41,0,40-49	,1-6	,0-4	,52-93	,74-99	,37-49	
15673,44,Male,Europe,9,3,150,Medium,Simulation,Easy,51,9,0,40-49	,7-11	,0-4	,137-179	,50-73	,0-11	
15674,37,Male,Asia,16,17,118,High,Strategy,Hard,55,26,0,32-39	,12-17	,14-19	,94-136	,50-73	,24-36	
15675,33,Male,Europe,19,1,150,Low,Strategy,Hard,65,47,0,32-39	,18-24	,0-4	,137-179	,50-73	,37-49	
15676,26,Male,Asia,17,19,76,High,Strategy,Easy,59,2,1,24-31	,12-17	,14-19	,52-93	,50-73	,0-11	
15677,29,Male,USA,9,18,170,High,Sports,Medium,83,9,0,24-31	,7-11	,14-19	,137-179	,74-99	,0-11	
15678,45,Male,Asia,6,12,95,Medium,Sports,Medium,22,5,0,40-49	,1-6	,10-13	,94-136	,1-25	,0-11	
15679,29,Male,Europe,19,18,132,High,Simulation,Easy,36,19,0,24-31	,18-24	,14-19	,94-136	,26-49	,12-23	
15680,43,Male,USA,11,15,39,Medium,RPG,Medium,31,41,0,40-49	,7-11	,14-19	,10-51	,26-49	,37-49	
15681,40,Female,USA,3,12,76,Medium,RPG,Medium,61,7,0,40-49	,1-6	,10-13	,52-93	,50-73	,0-11	
15682,16,Male,USA,24,18,134,High,Strategy,Medium,24,49,0,15-23	,18-24	,14-19	,94-136	,1-25	,37-49	
15683,34,Female,USA,19,1,119,Low,RPG,Hard,28,1,1,32-39	,18-24	,0-4	,94-136	,26-49	,0-11	
15684,29,Male,USA,16,3,44,Low,Strategy,Medium,81,14,1,24-31	,12-17	,0-4	,10-51	,74-99	,12-23	
15685,18,Female,USA,8,4,86,Medium,Strategy,Hard,55,41,1,15-23	,7-11	,0-4	,52-93	,50-73	,37-49	
15686,36,Male,Europe,20,8,34,Medium,Sports,Easy,46,37,0,32-39	,18-24	,5-9	,10-51	,26-49	,37-49	
15687,37,Male,Other,6,13,59,Medium,Sports,Easy,52,2,0,32-39	,1-6	,10-13	,52-93	,50-73	,0-11	
15688,40,Female,Europe,2,13,106,Medium,Action,Hard,19,3,1,40-49	,1-6	,10-13	,94-136	,1-25	,0-11	
15689,25,Female,Europe,10,5,28,Low,Action,Easy,12,34,0,24-31	,7-11	,5-9	,10-51	,1-25	,24-36	
15690,42,Male,USA,17,1,130,Low,Action,Easy,86,38,0,40-49	,12-17	,0-4	,94-136	,74-99	,37-49	
15691,16,Male,USA,23,3,101,Medium,Simulation,Easy,88,42,0,15-23	,18-24	,0-4	,94-136	,74-99	,37-49	
15692,22,Male,USA,7,13,108,High,RPG,Easy,82,38,0,15-23	,7-11	,10-13	,94-136	,74-99	,37-49	
15693,43,Female,Asia,2,9,87,Medium,Action,Medium,22,17,0,40-49	,1-6	,5-9	,52-93	,1-25	,12-23	
15694,25,Female,Other,6,7,41,Medium,Strategy,Medium,36,39,0,24-31	,1-6	,5-9	,10-51	,26-49	,37-49	
15695,32,Male,Asia,18,9,140,Low,Simulation,Hard,9,36,1,32-39	,18-24	,5-9	,137-179	,1-25	,24-36	
15696,28,Female,USA,13,11,103,Medium,RPG,Easy,57,14,0,24-31	,12-17	,10-13	,94-136	,50-73	,12-23	
15697,24,Male,Europe,17,5,64,Medium,Action,Easy,34,29,0,24-31	,12-17	,5-9	,52-93	,26-49	,24-36	
15698,49,Female,Europe,24,10,136,High,RPG,Medium,46,46,0,40-49	,18-24	,10-13	,94-136	,26-49	,37-49	
15699,23,Male,Other,13,14,119,High,Action,Hard,34,7,1,15-23	,12-17	,14-19	,94-136	,26-49	,0-11	
15700,49,Male,Asia,3,7,172,Medium,Strategy,Medium,14,44,0,40-49	,1-6	,5-9	,137-179	,1-25	,37-49	
15701,25,Male,Asia,21,14,118,High,Sports,Easy,49,20,1,24-31	,18-24	,14-19	,94-136	,26-49	,12-23	
15702,26,Female,Europe,3,4,104,Medium,RPG,Easy,89,46,0,24-31	,1-6	,0-4	,94-136	,74-99	,37-49	
15703,17,Female,Europe,10,4,161,Medium,Sports,Medium,98,19,0,15-23	,7-11	,0-4	,137-179	,74-99	,12-23	
15704,28,Female,Europe,24,16,66,Medium,Sports,Easy,8,37,0,24-31	,18-24	,14-19	,52-93	,1-25	,37-49	
15705,42,Male,Europe,9,2,36,High,Strategy,Medium,35,4,0,40-49	,7-11	,0-4	,10-51	,26-49	,0-11	
15706,25,Male,Asia,13,4,154,Medium,Sports,Easy,85,45,1,24-31	,12-17	,0-4	,137-179	,74-99	,37-49	
15707,39,Male,USA,24,3,63,Low,RPG,Easy,98,10,0,32-39	,18-24	,0-4	,52-93	,74-99	,0-11	
15708,35,Female,Other,13,5,138,Medium,Simulation,Easy,44,21,0,32-39	,12-17	,5-9	,137-179	,26-49	,12-23	
15709,24,Female,Asia,23,6,142,Medium,RPG,Easy,58,26,1,24-31	,18-24	,5-9	,137-179	,50-73	,24-36	
15710,29,Male,Europe,8,11,37,Medium,Action,Easy,93,43,0,24-31	,7-11	,10-13	,10-51	,74-99	,37-49	
15711,33,Female,Asia,3,8,141,Medium,Action,Easy,30,20,0,32-39	,1-6	,5-9	,137-179	,26-49	,12-23	
15712,36,Female,Asia,9,1,70,Low,Action,Hard,75,20,0,32-39	,7-11	,0-4	,52-93	,74-99	,12-23	
15713,35,Male,Europe,22,0,88,Low,RPG,Hard,78,25,0,32-39	,18-24	,0-4	,52-93	,74-99	,24-36	
15714,46,Male,Asia,9,4,37,Low,RPG,Easy,91,3,1,40-49	,7-11	,0-4	,10-51	,74-99	,0-11	
15715,37,Male,USA,20,4,45,Low,Sports,Easy,83,16,0,32-39	,18-24	,0-4	,10-51	,74-99	,12-23	
15716,27,Female,Europe,8,15,20,Medium,Sports,Hard,61,27,0,24-31	,7-11	,14-19	,10-51	,50-73	,24-36	
15717,19,Female,USA,24,18,112,High,RPG,Easy,76,9,0,15-23	,18-24	,14-19	,94-136	,74-99	,0-11	
15718,18,Female,USA,6,13,28,Medium,Simulation,Medium,93,39,1,15-23	,1-6	,10-13	,10-51	,74-99	,37-49	
15719,42,Female,Asia,1,0,115,Low,Strategy,Medium,99,36,0,40-49	,1-6	,0-4	,94-136	,74-99	,24-36	
15720,28,Male,USA,20,19,20,Medium,Sports,Medium,42,40,0,24-31	,18-24	,14-19	,10-51	,26-49	,37-49	
15721,22,Female,Europe,12,0,139,Low,Sports,Easy,28,18,0,15-23	,12-17	,0-4	,137-179	,26-49	,12-23	
15722,23,Female,USA,19,17,141,High,RPG,Easy,92,46,0,15-23	,18-24	,14-19	,137-179	,74-99	,37-49	
15723,49,Female,Europe,14,1,144,Low,Simulation,Medium,60,36,0,40-49	,12-17	,0-4	,137-179	,50-73	,24-36	
15724,35,Male,USA,11,7,136,Medium,Sports,Hard,2,6,0,32-39	,7-11	,5-9	,94-136	,1-25	,0-11	
15725,32,Female,Asia,13,3,146,Medium,Action,Easy,16,23,0,32-39	,12-17	,0-4	,137-179	,1-25	,12-23	
15726,47,Female,Asia,17,2,162,Medium,Action,Medium,88,42,0,40-49	,12-17	,0-4	,137-179	,74-99	,37-49	
15727,22,Female,Europe,11,10,72,Medium,Sports,Easy,35,37,0,15-23	,7-11	,10-13	,52-93	,26-49	,37-49	
15728,31,Female,Asia,18,12,57,Low,RPG,Easy,24,48,0,24-31	,18-24	,10-13	,52-93	,1-25	,37-49	
15729,45,Male,USA,4,9,112,Medium,RPG,Easy,35,19,0,40-49	,1-6	,5-9	,94-136	,26-49	,12-23	
15730,48,Female,Asia,17,9,38,Medium,RPG,Medium,17,9,0,40-49	,12-17	,5-9	,10-51	,1-25	,0-11	
15731,20,Male,Europe,16,3,73,Low,Simulation,Medium,39,36,0,15-23	,12-17	,0-4	,52-93	,26-49	,24-36	
15732,36,Male,Europe,21,18,15,Medium,Action,Medium,89,45,0,32-39	,18-24	,14-19	,10-51	,74-99	,37-49	
15733,28,Female,Asia,8,0,124,Low,Strategy,Medium,35,45,0,24-31	,7-11	,0-4	,94-136	,26-49	,37-49	
15734,17,Male,Europe,7,17,138,High,Sports,Hard,87,8,1,15-23	,7-11	,14-19	,137-179	,74-99	,0-11	
15735,26,Male,Asia,17,14,122,Low,Simulation,Medium,3,10,0,24-31	,12-17	,14-19	,94-136	,1-25	,0-11	
15736,26,Female,Asia,5,13,95,Medium,Simulation,Easy,12,2,1,24-31	,1-6	,10-13	,94-136	,1-25	,0-11	
15737,16,Male,Europe,23,12,47,Medium,RPG,Hard,85,35,0,15-23	,18-24	,10-13	,10-51	,74-99	,24-36	
15738,16,Female,USA,18,12,23,Medium,Sports,Medium,80,30,1,15-23	,18-24	,10-13	,10-51	,74-99	,24-36	
15739,29,Male,Other,18,6,148,Medium,Simulation,Easy,58,47,0,24-31	,18-24	,5-9	,137-179	,50-73	,37-49	
15740,37,Male,USA,23,7,42,Medium,Action,Easy,68,26,0,32-39	,18-24	,5-9	,10-51	,50-73	,24-36	
15741,43,Male,Asia,14,8,88,Medium,Strategy,Easy,37,9,0,40-49	,12-17	,5-9	,52-93	,26-49	,0-11	
15742,31,Female,Europe,23,19,112,High,Sports,Easy,88,27,0,24-31	,18-24	,14-19	,94-136	,74-99	,24-36	
15743,46,Male,Asia,7,17,28,Medium,Simulation,Hard,17,7,0,40-49	,7-11	,14-19	,10-51	,1-25	,0-11	
15744,21,Female,USA,9,13,126,High,Simulation,Easy,93,45,0,15-23	,7-11	,10-13	,94-136	,74-99	,37-49	
15745,44,Female,USA,19,1,98,Low,Action,Easy,11,43,1,40-49	,18-24	,0-4	,94-136	,1-25	,37-49	
15746,42,Female,USA,15,0,10,High,Sports,Medium,42,40,0,40-49	,12-17	,0-4	,10-51	,26-49	,37-49	
15747,28,Male,Other,14,19,59,Medium,Simulation,Easy,18,12,0,24-31	,12-17	,14-19	,52-93	,1-25	,12-23	
15748,44,Male,USA,12,15,83,Medium,Strategy,Hard,56,44,0,40-49	,12-17	,14-19	,52-93	,50-73	,37-49	
15749,31,Female,USA,15,2,146,Low,Strategy,Medium,71,3,0,24-31	,12-17	,0-4	,137-179	,50-73	,0-11	
15750,46,Male,USA,12,14,171,High,Strategy,Easy,29,48,0,40-49	,12-17	,14-19	,137-179	,26-49	,37-49	
15751,20,Male,Asia,21,2,176,Medium,Sports,Medium,56,17,0,15-23	,18-24	,0-4	,137-179	,50-73	,12-23	
15752,38,Male,Europe,12,8,42,Medium,Strategy,Easy,78,35,1,32-39	,12-17	,5-9	,10-51	,74-99	,24-36	
15753,20,Female,USA,4,13,45,Medium,RPG,Medium,1,10,0,15-23	,1-6	,10-13	,10-51	,1-25	,0-11	
15754,41,Male,Europe,7,10,119,Medium,Strategy,Medium,27,22,0,40-49	,7-11	,10-13	,94-136	,26-49	,12-23	
15755,32,Male,USA,22,0,21,Low,Sports,Easy,77,19,1,32-39	,18-24	,0-4	,10-51	,74-99	,12-23	
15756,38,Female,USA,17,14,72,Medium,Action,Easy,78,12,0,32-39	,12-17	,14-19	,52-93	,74-99	,12-23	
15757,38,Female,Europe,5,4,74,Low,RPG,Easy,5,5,0,32-39	,1-6	,0-4	,52-93	,1-25	,0-11	
15758,48,Male,USA,12,4,94,Medium,Simulation,Medium,89,6,0,40-49	,12-17	,0-4	,94-136	,74-99	,0-11	
15759,29,Male,USA,16,4,27,Low,Strategy,Medium,33,3,1,24-31	,12-17	,0-4	,10-51	,26-49	,0-11	
15760,25,Male,USA,13,4,142,Medium,Action,Easy,22,35,0,24-31	,12-17	,0-4	,137-179	,1-25	,24-36	
15761,36,Male,Europe,24,3,142,Medium,RPG,Medium,69,16,1,32-39	,18-24	,0-4	,137-179	,50-73	,12-23	
15762,38,Male,Asia,13,15,100,High,Simulation,Medium,18,12,0,32-39	,12-17	,14-19	,94-136	,1-25	,12-23	
15763,15,Male,Asia,23,10,89,Medium,Simulation,Easy,88,38,0,15-23	,18-24	,10-13	,52-93	,74-99	,37-49	
15764,32,Male,USA,21,14,64,Medium,Strategy,Easy,34,40,1,32-39	,18-24	,14-19	,52-93	,26-49	,37-49	
15765,26,Male,Asia,15,18,33,High,Simulation,Hard,2,43,0,24-31	,12-17	,14-19	,10-51	,1-25	,37-49	
15766,42,Male,USA,10,0,110,Low,Strategy,Easy,42,27,0,40-49	,7-11	,0-4	,94-136	,26-49	,24-36	
15767,21,Female,Europe,24,7,84,Medium,Strategy,Medium,33,10,0,15-23	,18-24	,5-9	,52-93	,26-49	,0-11	
15768,37,Male,Asia,3,19,168,High,RPG,Easy,23,3,1,32-39	,1-6	,14-19	,137-179	,1-25	,0-11	
15769,35,Male,Europe,21,2,127,Low,Action,Easy,24,36,0,32-39	,18-24	,0-4	,94-136	,1-25	,24-36	
15770,48,Male,USA,16,7,120,Medium,RPG,Easy,58,41,0,40-49	,12-17	,5-9	,94-136	,50-73	,37-49	
15771,25,Male,Other,14,17,116,High,RPG,Easy,8,29,0,24-31	,12-17	,14-19	,94-136	,1-25	,24-36	
15772,36,Female,USA,24,0,128,High,Sports,Easy,93,12,0,32-39	,18-24	,0-4	,94-136	,74-99	,12-23	
15773,49,Female,USA,8,6,171,Medium,Sports,Easy,74,6,0,40-49	,7-11	,5-9	,137-179	,74-99	,0-11	
15774,43,Male,Asia,1,7,123,Medium,Strategy,Hard,96,17,0,40-49	,1-6	,5-9	,94-136	,74-99	,12-23	
15775,42,Female,Asia,18,10,50,Medium,Action,Easy,18,0,0,40-49	,18-24	,10-13	,10-51	,1-25	,0-11	
15776,32,Female,USA,3,7,118,Medium,Simulation,Easy,11,13,0,32-39	,1-6	,5-9	,94-136	,1-25	,12-23	
15777,28,Male,Europe,8,11,60,Medium,Action,Easy,61,47,1,24-31	,7-11	,10-13	,52-93	,50-73	,37-49	
15778,32,Male,USA,24,4,83,Medium,Simulation,Easy,64,48,0,32-39	,18-24	,0-4	,52-93	,50-73	,37-49	
15779,42,Female,Asia,9,18,69,Medium,Strategy,Medium,75,29,0,40-49	,7-11	,14-19	,52-93	,74-99	,24-36	
15780,38,Female,Europe,12,15,139,High,Action,Hard,19,1,0,32-39	,12-17	,14-19	,137-179	,1-25	,0-11	
15781,22,Male,Europe,8,7,90,Medium,RPG,Easy,29,0,0,15-23	,7-11	,5-9	,52-93	,26-49	,0-11	
15782,22,Male,USA,24,11,45,Medium,Sports,Medium,17,11,1,15-23	,18-24	,10-13	,10-51	,1-25	,0-11	
15783,18,Female,Europe,7,1,116,Low,Simulation,Easy,50,24,0,15-23	,7-11	,0-4	,94-136	,50-73	,24-36	
15784,41,Male,Europe,16,12,73,Medium,Strategy,Hard,32,1,0,40-49	,12-17	,10-13	,52-93	,26-49	,0-11	
15785,19,Female,USA,2,3,14,Medium,Strategy,Easy,99,38,0,15-23	,1-6	,0-4	,10-51	,74-99	,37-49	
15786,47,Male,Asia,2,11,91,Medium,RPG,Easy,60,2,0,40-49	,1-6	,10-13	,52-93	,50-73	,0-11	
15787,48,Male,USA,1,14,88,Medium,Strategy,Easy,71,6,0,40-49	,1-6	,14-19	,52-93	,50-73	,0-11	
15788,44,Male,Asia,22,11,170,High,Action,Easy,85,18,0,40-49	,18-24	,10-13	,137-179	,74-99	,12-23	
15789,22,Female,Asia,2,0,64,Low,Sports,Easy,78,33,0,15-23	,1-6	,0-4	,52-93	,74-99	,24-36	
15790,40,Male,Asia,9,16,131,High,Action,Hard,78,47,0,40-49	,7-11	,14-19	,94-136	,74-99	,37-49	
15791,48,Female,Europe,12,4,129,Low,Action,Easy,33,19,0,40-49	,12-17	,0-4	,94-136	,26-49	,12-23	
15792,21,Male,Europe,10,16,37,Medium,RPG,Hard,88,5,1,15-23	,7-11	,14-19	,10-51	,74-99	,0-11	
15793,42,Male,USA,7,11,23,Low,RPG,Easy,1,30,1,40-49	,7-11	,10-13	,10-51	,1-25	,24-36	
15794,42,Male,Asia,19,13,118,High,Simulation,Hard,37,31,0,40-49	,18-24	,10-13	,94-136	,26-49	,24-36	
15795,28,Female,USA,23,7,94,Medium,Strategy,Medium,39,4,0,24-31	,18-24	,5-9	,94-136	,26-49	,0-11	
15796,18,Female,USA,18,4,89,Medium,Simulation,Easy,68,28,1,15-23	,18-24	,0-4	,52-93	,50-73	,24-36	
15797,32,Male,USA,2,14,101,High,RPG,Easy,58,48,0,32-39	,1-6	,14-19	,94-136	,50-73	,37-49	
15798,39,Male,Asia,16,17,112,Low,Simulation,Easy,2,39,0,32-39	,12-17	,14-19	,94-136	,1-25	,37-49	
15799,21,Female,Asia,12,6,164,Medium,Sports,Easy,49,27,0,15-23	,12-17	,5-9	,137-179	,26-49	,24-36	
15800,42,Male,USA,24,10,146,High,Action,Hard,59,33,0,40-49	,18-24	,10-13	,137-179	,50-73	,24-36	
15801,19,Male,USA,16,9,99,Medium,RPG,Medium,18,48,0,15-23	,12-17	,5-9	,94-136	,1-25	,37-49	
15802,17,Male,Europe,4,10,82,Medium,Strategy,Medium,68,9,0,15-23	,1-6	,10-13	,52-93	,50-73	,0-11	
15803,45,Female,USA,3,7,158,Medium,RPG,Hard,80,39,0,40-49	,1-6	,5-9	,137-179	,74-99	,37-49	
15804,34,Female,Europe,4,4,50,Low,RPG,Easy,10,0,0,32-39	,1-6	,0-4	,10-51	,1-25	,0-11	
15805,33,Male,USA,7,7,64,Medium,Action,Medium,73,29,0,32-39	,7-11	,5-9	,52-93	,50-73	,24-36	
15806,25,Male,USA,19,18,112,High,Strategy,Hard,41,29,1,24-31	,18-24	,14-19	,94-136	,26-49	,24-36	
15807,17,Female,USA,16,19,84,High,Simulation,Medium,5,26,0,15-23	,12-17	,14-19	,52-93	,1-25	,24-36	
15808,37,Male,USA,14,6,157,Medium,Strategy,Medium,68,20,0,32-39	,12-17	,5-9	,137-179	,50-73	,12-23	
15809,21,Male,USA,16,17,177,High,Simulation,Easy,20,22,0,15-23	,12-17	,14-19	,137-179	,1-25	,12-23	
15810,37,Male,Other,20,0,131,Low,Simulation,Easy,90,14,0,32-39	,18-24	,0-4	,94-136	,74-99	,12-23	
15811,21,Male,Europe,4,3,68,Low,RPG,Easy,14,43,0,15-23	,1-6	,0-4	,52-93	,1-25	,37-49	
15812,48,Female,USA,18,9,57,Medium,RPG,Easy,52,10,1,40-49	,18-24	,5-9	,52-93	,50-73	,0-11	
15813,33,Male,Europe,19,2,70,Low,RPG,Medium,28,17,0,32-39	,18-24	,0-4	,52-93	,26-49	,12-23	
15814,23,Male,USA,24,9,52,Medium,Action,Easy,4,7,0,15-23	,18-24	,5-9	,52-93	,1-25	,0-11	
15815,32,Male,Europe,23,11,65,Medium,RPG,Hard,4,48,0,32-39	,18-24	,10-13	,52-93	,1-25	,37-49	
15816,39,Female,Asia,22,0,149,Low,Simulation,Medium,39,12,0,32-39	,18-24	,0-4	,137-179	,26-49	,12-23	
15817,28,Female,Europe,19,12,43,Low,RPG,Hard,75,19,0,24-31	,18-24	,10-13	,10-51	,74-99	,12-23	
15818,39,Male,Europe,4,19,133,High,Strategy,Easy,39,34,1,32-39	,1-6	,14-19	,94-136	,26-49	,24-36	
15819,33,Female,USA,18,16,157,Medium,Sports,Hard,76,33,0,32-39	,18-24	,14-19	,137-179	,74-99	,24-36	
15820,29,Male,Europe,13,15,160,High,Strategy,Easy,94,36,0,24-31	,12-17	,14-19	,137-179	,74-99	,24-36	
15821,30,Female,USA,8,15,158,High,Action,Easy,79,11,0,24-31	,7-11	,14-19	,137-179	,74-99	,0-11	
15822,41,Male,Europe,7,0,175,Low,Action,Hard,86,34,0,40-49	,7-11	,0-4	,137-179	,74-99	,24-36	
15823,24,Male,Other,15,17,158,High,RPG,Easy,69,23,0,24-31	,12-17	,14-19	,137-179	,50-73	,12-23	
15824,18,Male,Asia,10,13,155,High,Action,Hard,4,25,0,15-23	,7-11	,10-13	,137-179	,1-25	,24-36	
